Exited,Scaled Score,France,Spain,Male,Scaled Age,Scaled Tenure,Scaled Balance,NumOfProducts,Balance to Salary ratio,Product to tenure ratio,Age Tenure,Engagement Score,Scaled Salary ,IsActiveMember,Female,Germany,Age,Tenure,HasCrCard,Balance,EstimatedSalary,Year,Credit Score
1,0.15,0,0,0,0.39,-1.04,0.64,4,326%,2,0.05,0%,-1.12,0,1,1,43,2,1,"? 1,16,322.27","? 35,640.12",2025,665
1,0.43,1,0,1,-0.95,-0.35,-1.23,1,0%,0.25,0.14,0%,-0.41,0,0,0,29,4,1,? 0.00,"? 76,755.99",2025,692
1,0.03,1,0,1,0.77,0.34,-1.23,1,0%,0.17,0.13,0%,-0.86,0,0,0,47,6,1,? 0.00,"? 50,695.93",2025,653
1,-0.46,0,0,0,0.2,-0.35,0.9,1,85%,0.25,0.1,0%,0.98,0,1,1,41,4,1,"? 1,32,670.53","? 1,56,476.36",2025,606
1,0.63,1,0,0,-0.09,-1.04,0.84,2,898%,1,0.05,100%,-1.49,1,1,0,38,2,1,"? 1,29,022.06","? 14,374.86",2025,711
1,-0.42,1,0,1,0.2,0.34,-1.23,3,0%,0.5,0.15,0%,-0.76,0,0,0,41,6,0,? 0.00,"? 56,118.81",2025,610
1,0.14,0,1,0,1.34,0.69,1.78,1,101%,0.14,0.13,0%,1.5,0,1,0,53,7,1,"? 1,87,602.18","? 1,86,392.99",2025,664
1,-1.92,0,0,1,1.34,-1.39,0.66,1,157%,1,0.02,0%,-0.44,0,0,1,53,1,0,"? 1,17,438.17","? 74,898.80",2025,465
1,-0.21,0,0,0,1.15,-1.73,0.51,3,123%,3,0,0%,-0.2,0,1,1,51,0,0,"? 1,08,449.23","? 88,372.69",2025,630
1,2.06,1,0,0,0.1,1.38,0.37,1,61%,0.11,0.23,11%,1.11,1,1,0,40,9,1,"? 99,816.46","? 1,63,989.66",2025,850
1,0.7,1,0,0,0.96,1.72,-1.23,1,0%,0.1,0.2,0%,1.47,0,1,0,49,10,1,? 0.00,"? 1,84,474.72",2025,718
1,0.07,0,0,1,1.72,1.03,0.49,1,85%,0.13,0.14,13%,0.46,1,0,1,57,8,1,"? 1,07,174.58","? 1,26,369.55",2025,657
1,0.09,1,0,0,1.63,1.38,0.76,1,124%,0.11,0.16,0%,-0.01,0,1,0,56,9,1,"? 1,23,785.24","? 99,504.03",2025,659
1,-1.58,0,0,1,2.11,0.69,0.42,1,55%,0.14,0.11,0%,1.52,0,0,1,61,7,1,"? 1,02,453.26","? 1,87,247.56",2025,498
1,-0.96,1,0,0,0.58,-1.39,1.24,2,171%,2,0.02,0%,-0.18,0,1,0,45,1,0,"? 1,53,697.53","? 89,891.40",2025,558
1,1.06,0,0,1,0.48,-0.7,0.99,1,889%,0.33,0.07,0%,-1.47,0,0,1,44,3,1,"? 1,38,076.47","? 15,523.09",2025,753
1,1.18,1,0,0,1.06,1.38,0.8,1,159%,0.11,0.18,11%,-0.36,1,1,0,50,9,1,"? 1,26,547.80","? 79,579.94",2025,765
1,-0.71,0,0,0,0.1,-0.7,0.54,1,57%,0.33,0.08,33%,1.59,1,1,1,40,3,1,"? 1,10,150.43","? 1,91,757.65",2025,582
1,-0.33,1,0,0,0.1,1.72,-1.23,1,0%,0.1,0.25,10%,0.82,1,1,0,40,10,1,? 0.00,"? 1,47,093.84",2025,619
1,1.09,1,0,1,2.01,-1.04,-1.23,1,0%,0.5,0.03,50%,1.16,1,0,0,60,2,1,? 0.00,"? 1,66,513.49",2025,756
1,1.06,0,0,0,0.67,1.38,0.6,3,123%,0.33,0.2,0%,-0.14,0,1,1,46,9,1,"? 1,13,909.69","? 92,320.37",2025,753
1,-0.97,1,0,0,0.01,0.69,-0.43,1,43%,0.14,0.18,0%,0.26,0,1,0,39,7,1,"? 49,572.73","? 1,15,287.99",2025,557
1,0.66,1,0,0,1.15,-0.35,0.19,3,1506%,0.75,0.08,0%,-1.64,0,1,0,51,4,0,"? 88,308.87","? 5,862.53",2025,714
1,2.06,0,1,1,1.15,-0.7,0.53,2,881%,0.67,0.06,67%,-1.52,1,0,0,51,3,1,"? 1,09,799.55","? 12,457.76",2025,850
1,1.01,0,0,1,0.58,-1.04,0.7,1,162%,0.5,0.04,0%,-0.46,0,0,1,45,2,0,"? 1,19,852.01","? 73,853.94",2025,748
1,-0.93,0,0,0,0.96,-1.39,0.41,1,77%,1,0.02,0%,0.57,0,1,1,49,1,1,"? 1,02,025.32","? 1,33,051.64",2025,561
1,-0.91,1,0,0,-0.66,-1.73,1.15,1,77%,1,0,0%,1.59,0,1,0,32,0,1,"? 1,48,326.09","? 1,91,604.27",2025,563
1,-1.67,0,0,0,1.25,-1.39,0.88,1,353%,1,0.02,0%,-1.09,0,1,1,52,1,1,"? 1,31,441.51","? 37,240.11",2025,489
1,1.75,1,0,0,0.01,-1.39,0.45,1,170%,1,0.03,0%,-0.67,0,1,0,39,1,1,"? 1,04,614.29","? 61,538.43",2025,820
1,2.01,0,1,0,1.25,-1.73,-1.23,1,0%,1,0,0%,-1.19,0,1,0,52,0,1,? 0.00,"? 31,726.76",2025,845
1,-0.75,1,0,1,0.58,-1.39,1.16,1,104%,1,0.02,0%,0.75,0,0,0,45,1,1,"? 1,48,600.91","? 1,43,397.14",2025,578
1,-1,1,0,0,-0.37,0.34,0.66,2,124%,0.33,0.17,0%,-0.08,0,1,0,35,6,0,"? 1,17,707.18","? 95,277.15",2025,554
1,0.93,1,0,1,0.48,1.38,-1.23,1,0%,0.11,0.2,11%,-0.06,1,0,0,44,9,0,? 0.00,"? 96,528.00",2025,740
1,1.04,1,0,0,0.87,1.38,-1.23,1,0%,0.11,0.19,0%,0.65,0,1,0,48,9,1,? 0.00,"? 1,37,508.42",2025,751
1,-2.58,0,0,1,0.87,1.03,0.83,1,73%,0.13,0.17,0%,1.32,0,0,1,48,8,1,"? 1,28,140.17","? 1,75,753.55",2025,401
1,-1.88,0,0,0,1.25,1.03,1.01,3,93%,0.38,0.15,0%,0.87,0,1,1,52,8,0,"? 1,39,493.25","? 1,50,093.32",2025,469
1,0.89,1,0,1,0.39,-1.73,0.06,1,201%,1,0,0%,-1.05,0,0,0,43,0,1,"? 80,090.93","? 39,920.00",2025,737
1,-2.11,1,0,1,0.2,-0.7,-1.23,4,0%,1.33,0.07,133%,1.69,1,0,0,41,3,1,? 0.00,"? 1,97,490.39",2025,447
1,-1.21,1,0,0,1.53,1.03,0.65,3,96%,0.38,0.15,0%,0.38,0,1,0,55,8,1,"? 1,16,973.26","? 1,22,066.50",2025,534
1,-0.22,1,0,0,0.1,1.38,0.98,1,78%,0.11,0.23,0%,1.32,0,1,0,40,9,1,"? 1,37,409.19","? 1,75,877.70",2025,629
1,-1.07,0,0,1,1.06,-0.7,0.08,3,46%,1,0.06,100%,1.35,1,0,1,50,3,0,"? 81,290.02","? 1,77,747.03",2025,547
1,-0.23,0,1,1,1.06,1.03,-1.23,1,0%,0.13,0.16,0%,0.77,0,0,0,50,8,0,? 0.00,"? 1,44,366.83",2025,628
1,-1.59,0,0,1,0.2,0,0.07,1,91%,0.2,0.12,0%,-0.2,0,0,1,41,5,0,"? 80,542.81","? 88,729.22",2025,497
1,0.2,0,0,1,0.1,-1.04,1.42,3,93%,1.5,0.05,0%,1.34,0,0,1,40,2,0,"? 1,64,948.98","? 1,77,028.00",2025,670
1,1.09,0,0,1,0.2,0.34,1.16,1,296%,0.17,0.15,17%,-0.86,1,0,1,41,6,0,"? 1,49,049.92","? 50,422.36",2025,756
1,-1.76,0,0,1,0.48,1.72,0.85,1,2368%,0.1,0.23,0%,-1.65,0,0,1,44,10,1,"? 1,29,608.57","? 5,472.70",2025,480
1,0.37,1,0,0,0.2,1.72,-1.23,1,0%,0.1,0.24,10%,0.77,1,1,0,41,10,1,? 0.00,"? 1,44,272.71",2025,686
1,-1.1,0,0,1,0.77,0,0.46,1,105%,0.2,0.11,0%,0,0,0,1,47,5,0,"? 1,05,245.21","? 99,922.08",2025,544
1,-1.4,1,0,0,1.82,-1.04,0.89,1,162%,0.5,0.03,0%,-0.32,0,1,0,58,2,1,"? 1,31,852.81","? 81,436.68",2025,515
1,1.26,0,0,0,0.87,0.34,0.52,1,59%,0.17,0.13,0%,1.47,0,1,1,48,6,1,"? 1,08,736.52","? 1,84,564.67",2025,772
1,-1.09,0,1,0,0.01,0.34,-1.23,1,0%,0.17,0.15,0%,-1.07,0,1,0,39,6,0,? 0.00,"? 38,410.74",2025,545
1,-2,1,0,1,0.2,1.03,-0.04,3,40%,0.38,0.2,38%,1.49,1,0,0,41,8,1,"? 73,700.12","? 1,85,750.02",2025,457
1,0.95,0,0,0,0.39,0.34,0.33,1,159%,0.17,0.14,17%,-0.68,1,1,1,43,6,0,"? 97,067.69","? 60,920.03",2025,742
1,-0.44,0,1,1,0.58,-0.35,-1.23,2,0%,0.5,0.09,0%,-1.1,0,0,0,45,4,0,? 0.00,"? 36,697.48",2025,608
1,1.49,0,1,0,1.63,0,-1.23,1,0%,0.2,0.09,0%,-1.12,0,1,0,56,5,1,? 0.00,"? 35,418.69",2025,795
1,-1.42,1,0,1,-0.37,1.03,-1.23,1,0%,0.13,0.23,0%,-0.41,0,0,0,35,8,1,? 0.00,"? 76,640.29",2025,513
1,-0.64,1,0,1,-0.18,0.69,0.14,2,98%,0.29,0.19,0%,-0.24,0,0,0,37,7,1,"? 85,146.48","? 86,490.09",2025,589
1,-0.44,0,1,0,0.2,-0.7,0.21,1,45%,0.33,0.07,0%,1.73,0,1,0,41,3,0,"? 89,763.84","? 1,99,304.74",2025,608
1,0.1,0,1,0,0.29,0,-1.23,3,0%,0.6,0.12,60%,1.55,1,1,0,42,5,1,? 0.00,"? 1,89,016.24",2025,660
1,2.06,1,0,0,-0.37,-1.39,2.17,1,112%,1,0.03,0%,1.54,0,1,0,35,1,1,"? 2,11,774.31","? 1,88,574.12",2025,850
1,-0.15,0,0,0,0.87,-0.7,0.71,1,63%,0.33,0.06,0%,1.57,0,1,1,48,3,1,"? 1,20,568.41","? 1,90,160.04",2025,636
1,-0.73,0,0,0,-0.28,0.34,1.1,2,86%,0.33,0.17,33%,1.22,1,1,1,36,6,1,"? 1,45,387.32","? 1,69,963.20",2025,580
1,-0.41,0,1,1,1.25,0.69,-1.23,1,0%,0.14,0.13,14%,-0.46,1,0,0,52,7,0,? 0.00,"? 73,585.18",2025,611
1,-2.78,0,1,1,-0.28,-1.73,-1.23,1,0%,1,0,100%,1.38,1,0,0,36,0,1,? 0.00,"? 1,79,540.73",2025,382
1,0.48,0,0,1,0.39,1.03,0.43,1,155%,0.13,0.19,0%,-0.58,0,0,1,43,8,1,"? 1,03,409.16","? 66,893.28",2025,697
1,-0.65,0,0,1,0.96,0.34,0.9,3,365%,0.5,0.12,0%,-1.11,0,0,1,49,6,1,"? 1,32,623.76","? 36,292.94",2025,588
1,-0.92,1,0,1,-0.18,-1.04,-1.23,1,0%,0.5,0.05,50%,-0.83,1,0,0,37,2,0,? 0.00,"? 52,525.15",2025,562
1,-1.4,0,0,1,-0.18,-1.04,0.22,1,48%,0.5,0.05,50%,1.54,1,0,1,37,2,1,"? 90,432.92","? 1,88,366.04",2025,515
1,-0.93,1,0,1,0.39,-0.35,-1.23,4,0%,1,0.09,0%,-1.42,0,0,0,43,4,0,? 0.00,"? 18,522.91",2025,561
1,-2.6,0,0,1,0.67,-1.04,0.82,1,91%,0.5,0.04,0%,0.69,0,0,1,46,2,1,"? 1,27,655.22","? 1,39,994.68",2025,399
1,0.76,0,0,0,0.87,0.34,0.54,2,137%,0.33,0.13,33%,-0.34,1,1,1,48,6,1,"? 1,10,463.25","? 80,552.11",2025,724
1,0.72,0,0,0,1.72,-1.39,1.37,4,597%,4,0.02,0%,-1.27,0,1,1,57,1,0,"? 1,62,082.31","? 27,145.73",2025,720
1,0.1,1,0,0,0.87,-1.73,0.22,2,48%,2,0,200%,1.52,1,1,0,48,0,0,"? 90,044.32","? 1,87,604.97",2025,660
1,0.63,0,1,1,-0.18,-1.04,-1.23,2,0%,1,0.05,0%,-0.28,0,0,0,37,2,1,? 0.00,"? 83,978.86",2025,711
1,0.98,1,0,0,1.53,1.38,0.54,1,214%,0.11,0.16,11%,-0.84,1,1,0,55,9,0,"? 1,10,123.59","? 51,548.14",2025,745
1,-1.52,0,0,1,1.63,1.38,0.44,1,187%,0.11,0.16,0%,-0.77,0,0,1,56,9,0,"? 1,04,217.30","? 55,857.48",2025,504
1,0.96,0,1,1,0.2,0.69,-1.23,1,0%,0.14,0.17,0%,1.11,0,0,0,41,7,1,? 0.00,"? 1,63,736.09",2025,743
1,1,1,0,0,0.77,0,1.02,4,108%,0.8,0.11,80%,0.52,1,1,0,47,5,0,"? 1,39,914.60","? 1,29,964.56",2025,747
1,0.41,1,0,0,0.1,1.38,0.02,1,41%,0.11,0.23,0%,1.55,0,1,0,40,9,0,"? 77,641.99","? 1,89,051.59",2025,690
1,0.15,0,1,0,0.29,-1.04,1.28,2,100%,1,0.05,100%,0.99,1,1,0,42,2,0,"? 1,56,371.61","? 1,56,774.94",2025,665
1,-0.13,0,0,1,0.29,1.03,1.1,1,75%,0.13,0.19,0%,1.62,0,0,1,42,8,1,"? 1,45,177.84","? 1,93,471.74",2025,638
1,0.96,1,0,0,0.1,0.34,-1.23,1,0%,0.17,0.15,0%,-1.25,0,1,0,40,6,1,? 0.00,"? 28,280.80",2025,743
1,0.99,1,0,1,0.87,0,1.42,1,107%,0.2,0.1,0%,0.93,0,0,0,48,5,1,"? 1,65,282.42","? 1,53,786.46",2025,746
1,-1.02,0,0,0,0.29,1.03,0.43,1,55%,0.13,0.19,13%,1.51,1,1,1,42,8,0,"? 1,03,362.14","? 1,86,869.58",2025,552
1,0.38,0,1,1,-0.09,1.03,-0.11,2,104%,0.25,0.21,25%,-0.58,1,0,0,38,8,1,"? 69,434.40","? 66,580.13",2025,687
1,0.05,1,0,0,0.2,0,-1.23,1,0%,0.2,0.12,0%,-1.1,0,1,0,41,5,0,? 0.00,"? 36,548.00",2025,655
1,1.33,0,0,0,-0.18,-1.04,0.83,1,1948%,0.5,0.05,50%,-1.63,1,1,1,37,2,1,"? 1,28,389.63","? 6,589.16",2025,779
1,1.27,0,0,1,0.77,-1.04,0.67,4,83%,2,0.04,200%,0.75,1,0,1,47,2,1,"? 1,18,079.47","? 1,43,007.49",2025,773
1,-0.54,1,0,0,0.1,1.38,-1.23,1,0%,0.11,0.23,0%,-0.55,0,1,0,40,9,1,? 0.00,"? 68,462.59",2025,598
1,-0.72,0,0,1,-0.09,-1.39,0.91,1,126%,1,0.03,0%,0.1,0,0,1,38,1,1,"? 1,33,105.47","? 1,05,732.90",2025,581
1,0.06,0,1,0,-0.47,0.34,-0.27,1,427%,0.17,0.18,0%,-1.5,0,1,0,34,6,1,"? 59,877.33","? 14,032.62",2025,656
1,-0.79,0,1,1,-0.28,-0.35,0.02,1,47%,0.25,0.11,0%,1.16,0,0,0,36,4,1,"? 77,967.50","? 1,67,066.95",2025,574
1,-0.24,1,0,0,0.2,0.34,-1.23,3,0%,0.5,0.15,50%,0.67,1,1,0,41,6,1,? 0.00,"? 1,38,700.75",2025,627
1,0,0,0,1,0.1,-1.39,0.93,2,77%,2,0.03,0%,1.29,0,0,1,40,1,0,"? 1,34,760.21","? 1,74,434.06",2025,651
1,-1.04,0,0,1,1.25,0,0.71,1,290%,0.2,0.1,20%,-1.01,1,0,1,52,5,1,"? 1,21,016.23","? 41,730.37",2025,550
1,-1.27,0,0,1,0.01,-1.73,0.82,1,575%,1,0,100%,-1.35,1,0,1,39,0,0,"? 1,27,631.62","? 22,197.80",2025,528
1,1.7,1,0,1,0.58,0.69,-1.23,1,0%,0.14,0.16,14%,-0.82,1,0,0,45,7,0,? 0.00,"? 52,885.23",2025,815
1,0.34,0,0,0,0.39,-0.35,0.63,1,99%,0.25,0.09,25%,0.3,1,1,1,43,4,1,"? 1,15,888.04","? 1,17,349.19",2025,683
1,-0.36,1,0,0,2.58,-1.39,0.95,1,74%,1,0.02,0%,1.46,0,1,0,66,1,1,"? 1,35,842.41","? 1,83,840.51",2025,616
1,0.44,1,0,0,-0.37,0,0.76,1,140%,0.2,0.14,0%,-0.2,0,1,0,35,5,1,"? 1,24,151.09","? 88,705.14",2025,693
1,-1.11,0,0,0,1.72,-1.39,0.48,2,88%,2,0.02,200%,0.36,1,1,1,57,1,1,"? 1,06,138.33","? 1,20,657.32",2025,543
1,-1.09,0,0,1,1.34,0,0.61,1,63%,0.2,0.09,0%,1.4,0,0,1,53,5,1,"? 1,14,421.55","? 1,80,598.28",2025,545
1,-0.99,0,0,1,0.29,0.34,0.49,1,259%,0.17,0.14,17%,-1.02,1,0,1,42,6,1,"? 1,07,104.50","? 41,304.44",2025,555
1,0.3,1,0,0,-1.42,1.72,-1.23,3,0%,0.3,0.42,0%,0.95,0,1,0,24,10,1,? 0.00,"? 1,54,971.63",2025,680
1,-0.31,0,1,0,0.1,0.69,-1.23,2,0%,0.29,0.18,29%,0.54,1,1,0,40,7,0,? 0.00,"? 1,31,283.60",2025,621
1,-0.49,0,0,1,0.48,0.34,0.51,2,100%,0.33,0.14,0%,0.15,0,0,1,44,6,1,"? 1,08,122.39","? 1,08,488.33",2025,603
1,-0.85,0,1,0,0.39,1.38,-1.23,1,0%,0.11,0.21,0%,0.45,0,1,0,43,9,1,? 0.00,"? 1,25,870.79",2025,568
1,0.85,0,0,1,-0.47,-0.7,0.38,3,207%,1,0.09,0%,-0.9,0,0,1,34,3,1,"? 1,00,337.96","? 48,559.19",2025,733
1,-0.74,0,1,0,-0.37,-1.39,0.85,2,1507%,2,0.03,200%,-1.59,1,1,0,35,1,0,"? 1,29,490.36","? 8,590.83",2025,579
1,0.18,1,0,0,0.67,-1.04,-1.23,3,0%,1.5,0.04,0%,-0.19,0,1,0,46,2,1,? 0.00,"? 89,048.46",2025,668
1,0.91,0,0,0,0.1,0.34,0.62,2,59%,0.33,0.15,33%,1.65,1,1,1,40,6,1,"? 1,14,940.67","? 1,94,895.57",2025,738
1,2.06,1,0,0,1.53,1.72,0.35,1,63%,0.1,0.18,0%,0.97,0,1,0,55,10,1,"? 98,488.08","? 1,55,879.57",2025,850
1,0.79,0,0,1,0.58,0.34,0.61,2,109%,0.33,0.13,33%,0.08,1,0,1,45,6,1,"? 1,14,422.85","? 1,04,678.78",2025,727
1,1.17,0,1,0,0.87,-1.39,-0.01,1,48%,1,0.02,0%,1.01,0,1,0,48,1,1,"? 75,990.97","? 1,58,323.81",2025,764
1,-1.07,0,0,1,1.53,-0.35,0.56,3,658%,0.75,0.07,0%,-1.45,0,0,1,55,4,1,"? 1,11,362.76","? 16,922.28",2025,547
1,-2.39,0,1,0,1.53,-0.35,0.25,1,63%,0.25,0.07,0%,0.78,0,1,0,55,4,1,"? 91,893.32","? 1,44,870.28",2025,420
1,-0.46,1,0,1,-0.28,-1.39,1.27,1,81%,1,0.03,100%,1.6,1,0,0,36,1,1,"? 1,55,655.46","? 1,92,387.51",2025,606
1,-0.46,0,1,0,-1.33,-0.7,1.14,3,324%,1,0.12,0%,-0.95,0,1,0,25,3,1,"? 1,47,386.72","? 45,482.04",2025,606
1,1.29,1,0,0,-0.85,0,-1.23,1,0%,0.2,0.17,0%,1.63,0,1,0,30,5,1,? 0.00,"? 1,93,880.60",2025,775
1,-0.06,0,0,0,0.2,-1.04,1,1,107%,0.5,0.05,0%,0.52,0,1,1,41,2,1,"? 1,38,881.04","? 1,29,936.53",2025,645
1,-0.01,0,1,1,0.29,-0.35,1.89,1,114%,0.25,0.1,0%,1.23,0,0,0,42,4,1,"? 1,94,532.66","? 1,71,045.31",2025,650
1,-0.9,1,0,1,0.1,-0.35,-1.23,1,0%,0.25,0.1,0%,-0.25,0,0,0,40,4,1,? 0.00,"? 85,455.62",2025,564
1,-0.61,1,0,1,2.01,1.38,-1.23,4,0%,0.44,0.15,44%,-1.5,1,0,0,60,9,1,? 0.00,"? 13,614.01",2025,592
1,-0.06,1,0,0,-0.28,1.03,-1.23,2,0%,0.25,0.22,25%,-1.53,1,1,0,36,8,1,? 0.00,"? 12,096.61",2025,645
1,1.58,0,0,0,1.06,1.03,0.35,1,437%,0.13,0.16,0%,-1.35,0,1,1,50,8,0,"? 98,173.02","? 22,457.25",2025,803
1,-0.5,1,0,0,0.29,1.72,-1.23,2,0%,0.2,0.24,0%,1.21,0,1,0,42,10,0,? 0.00,"? 1,69,921.11",2025,602
1,0.28,0,0,1,-0.66,-0.35,1.01,1,118%,0.25,0.13,25%,0.32,1,0,1,32,4,1,"? 1,39,626.01","? 1,18,235.52",2025,678
1,0.65,0,1,0,0.87,-1.39,1.4,1,104%,1,0.02,0%,1,0,1,0,48,1,0,"? 1,63,760.82","? 1,57,381.14",2025,713
1,-1.14,1,0,0,-0.76,0.69,-1.23,1,0%,0.14,0.23,14%,1.44,1,1,0,31,7,0,? 0.00,"? 1,83,051.60",2025,540
1,-2.84,1,0,0,0.67,0.34,-1.23,1,0%,0.17,0.13,0%,1,0,1,0,46,6,1,? 0.00,"? 1,57,333.69",2025,376
1,-0.15,0,1,1,1.25,-0.35,0.56,1,338%,0.25,0.08,25%,-1.17,1,0,0,52,4,0,"? 1,11,284.53","? 32,936.44",2025,636
1,0.02,0,0,1,1.06,1.03,0.78,1,731%,0.13,0.16,13%,-1.44,1,0,1,50,8,1,"? 1,25,437.64","? 17,160.94",2025,652
1,-0.81,0,0,1,0.01,-0.35,0.57,1,227%,0.25,0.1,0%,-0.88,0,0,1,39,4,1,"? 1,12,290.22","? 49,373.97",2025,572
1,0.91,0,1,1,0.96,-0.7,-1.23,3,0%,1,0.06,100%,-0.61,1,0,0,49,3,1,? 0.00,"? 65,066.48",2025,738
1,-0.84,0,0,0,-1.04,-0.7,0.38,1,1939%,0.33,0.11,0%,-1.65,0,1,1,28,3,1,"? 1,00,032.52","? 5,159.21",2025,569
1,-2.51,1,0,0,4.3,1.03,0.18,1,47%,0.13,0.1,0%,1.54,0,1,0,84,8,0,"? 87,873.39","? 1,88,484.52",2025,408
1,0.35,0,0,1,-0.18,-1.39,0.81,2,423%,2,0.03,200%,-1.22,1,0,1,37,1,1,"? 1,26,817.13","? 29,995.83",2025,684
1,1.44,1,0,0,0.77,1.72,1.16,1,922%,0.1,0.21,10%,-1.46,1,1,0,47,10,0,"? 1,48,636.21","? 16,119.96",2025,790
1,-0.48,0,0,0,0.77,-0.35,0.68,1,249%,0.25,0.09,25%,-0.91,1,1,1,47,4,0,"? 1,18,907.60","? 47,777.15",2025,604
1,1.02,0,1,1,-0.47,-1.04,-1.23,1,0%,0.5,0.06,0%,1.29,0,0,0,34,2,0,? 0.00,"? 1,74,189.04",2025,749
1,0.58,1,0,0,1.72,-1.39,0.25,1,56%,1,0.02,100%,1.11,1,1,0,57,1,1,"? 92,053.00","? 1,64,064.44",2025,707
1,1.36,1,0,1,-0.47,1.38,-1.23,1,0%,0.11,0.26,0%,1.44,0,0,0,34,9,1,? 0.00,"? 1,83,021.06",2025,782
1,0.36,1,0,0,0.1,0.69,-1.23,1,0%,0.14,0.18,0%,-0.47,0,1,0,40,7,1,? 0.00,"? 72,852.74",2025,685
1,-0.33,1,0,0,1.53,-1.73,-1.23,3,0%,3,0,0%,-0.68,0,1,0,55,0,0,? 0.00,"? 60,810.64",2025,619
1,1.35,1,0,0,0.87,-1.73,-0.31,1,67%,1,0,0%,-0.25,0,1,0,48,0,1,"? 57,098.96","? 85,644.06",2025,781
1,-1.12,0,1,1,1.44,1.03,0.47,1,75%,0.13,0.15,13%,0.71,1,0,0,54,8,0,"? 1,05,770.14","? 1,40,929.98",2025,542
1,-0.4,0,0,1,0.48,-1.04,0.62,1,118%,0.5,0.05,50%,-0.04,1,0,1,44,2,1,"? 1,15,163.38","? 97,677.52",2025,612
0,-0.16,1,0,1,-0.47,-0.7,0.93,2,161%,0.67,0.09,67%,-0.28,1,0,0,34,3,1,"? 1,34,692.40","? 83,773.02",2025,635
0,-0.69,1,0,1,-0.37,1.38,-1.23,2,0%,0.22,0.26,0%,1.6,0,0,0,35,9,1,? 0.00,"? 1,92,381.21",2025,584
0,0.66,0,0,1,-1.04,0.69,0.02,1,44%,0.14,0.25,0%,1.35,0,0,1,28,7,1,"? 77,776.39","? 1,77,737.07",2025,714
0,-0.97,1,0,1,-0.47,-0.7,0.11,1,63%,0.33,0.09,0%,0.57,0,0,0,34,3,1,"? 83,074.00","? 1,32,673.22",2025,557
0,0.27,1,0,0,-1.14,-1.04,-1.23,2,0%,1,0.07,100%,0.25,1,1,0,27,2,0,? 0.00,"? 1,14,685.92",2025,677
0,-0.63,0,1,0,-0.95,-1.04,1.45,2,136%,1,0.07,0%,0.39,0,1,0,29,2,1,"? 1,66,930.76","? 1,22,487.73",2025,590
0,0.51,0,0,0,-0.85,-0.35,0.64,1,87%,0.25,0.13,25%,0.6,1,1,1,30,4,1,"? 1,16,377.48","? 1,34,417.31",2025,700
0,0.33,0,1,0,2.39,1.38,-1.23,2,0%,0.22,0.14,22%,0.06,1,1,0,64,9,1,? 0.00,"? 1,03,318.44",2025,682
0,1.69,1,0,0,-0.28,0.34,-1.23,2,0%,0.33,0.17,33%,-0.02,1,1,0,36,6,1,? 0.00,"? 98,657.01",2025,814
0,-0.08,0,1,0,-0.47,1.03,0.66,1,180%,0.13,0.24,0%,-0.6,0,1,0,34,8,1,"? 1,17,451.47","? 65,374.86",2025,643
0,1.79,0,0,1,0.96,1.03,0.91,1,196%,0.13,0.16,13%,-0.56,1,0,1,49,8,1,"? 1,33,231.48","? 67,885.37",2025,824
0,0.46,1,0,1,-0.28,0.34,0.6,2,97%,0.33,0.17,0%,0.31,0,0,0,36,6,1,"? 1,14,007.50","? 1,18,120.88",2025,695
0,0.37,0,1,0,-0.28,0,-1.23,2,0%,0.4,0.14,40%,0.92,1,1,0,36,5,1,? 0.00,"? 1,52,979.14",2025,686
0,-1.35,0,0,1,-0.47,1.03,0.7,2,34952%,0.25,0.24,25%,-1.73,1,0,1,34,8,1,"? 1,20,018.86",? 343.38,2025,520
0,-1.19,0,1,1,0.1,1.38,-1.23,2,0%,0.22,0.23,22%,-1.53,1,0,0,40,9,1,? 0.00,"? 11,959.03",2025,536
0,-0.77,1,0,0,-0.95,0,0.51,1,86%,0.2,0.17,20%,0.46,1,1,0,29,5,1,"? 1,08,541.04","? 1,26,469.09",2025,576
0,-0.02,1,0,0,0.2,-0.7,0.87,1,90%,0.33,0.07,33%,0.78,1,1,0,41,3,1,"? 1,30,931.83","? 1,44,808.37",2025,649
0,-0.72,0,1,1,0.96,1.72,-1.23,2,0%,0.2,0.2,0%,-1.02,0,0,0,49,10,0,? 0.00,"? 41,623.59",2025,581
0,0.5,0,1,1,-0.76,0.34,0.61,1,83%,0.17,0.19,0%,0.67,0,0,0,31,6,0,"? 1,14,493.68","? 1,38,396.32",2025,699
0,1.45,0,1,1,-1.33,0.69,-1.23,1,0%,0.14,0.28,0%,-0.18,0,0,0,25,7,1,? 0.00,"? 89,666.28",2025,791
0,-0.84,0,1,0,-0.47,0.34,1.1,1,74%,0.17,0.18,0%,1.68,0,1,0,34,6,0,"? 1,44,855.34","? 1,96,555.32",2025,569
0,-1.56,0,0,1,-0.85,-1.04,0.79,2,182%,1,0.07,100%,-0.54,1,0,1,30,2,1,"? 1,25,495.64","? 68,807.47",2025,500
0,0.17,0,1,0,-0.28,-0.7,0.72,2,65%,0.67,0.08,67%,1.51,1,1,0,36,3,1,"? 1,21,542.57","? 1,86,841.71",2025,667
0,1.69,0,0,1,-0.95,-1.39,0.89,2,89%,2,0.03,200%,0.83,1,0,1,29,1,1,"? 1,31,968.57","? 1,47,693.92",2025,814
